,Main Title Tier,Secondary Title Tier,Main Analysis
List of IBM products,0.10803320888056361,,
Amdahl Corporation,0.3036715321095806,,
Midrange computer,0.6344080941117888,0.3648313745183472,
Linux on IBM Z,0.33554203488569334,,
IBM Secure Service Container,0.5023117570574153,0.4223449759328622,
History of IBM magnetic disk drives,0.40261576830407847,,
History of hard disk drives,0.40181604923246095,,
OS/360 and successors,0.4433632837740638,,
Category:IBM products,0.31747646415496894,,
Magnuson Computer Systems,0.3518700543421496,,
IBM System/390,0.2973429766233301,,
Trilogy Systems,0.38640160477873514,,
Amdahl UTS,0.42284168923799315,,
IBM mainframe,0.6454914760991535,0.7998930335139088,0.9623276852475366
Superminicomputer,0.2563271830238672,,
Minicomputer,0.49615270697190855,,
Microcomputer,0.5291687661624488,0.5354290412294579,0.4870892528402024
Comparison of Linux distributions,0.1782168169330878,,
OpenSolaris for System z,0.4957875551764637,,
PowerLinux,0.41975881524046726,,
UNIX System Services,0.19343270400747875,,
zIIP,0.4048000610372528,,
z Application Assist Processor,0.5983786328942848,0.6629900969583313,0.7077884796262225
Transaction Processing Facility,0.022241419120390512,,
VSE (operating system),0.3757648738712046,,
History of the floppy disk,0.41520963466939576,,
IBM System/360,0.5028317856720403,0.38747592749729093,
IBM System/370,0.4614393672030529,,
IBM 303X,0.525829653349655,0.5490106398485348,0.6698301429348659
IBM 308X,0.35135475617946177,,
IBM 3090,0.5060811052293489,0.6701310809350123,0.7742343867676998
IBM Z,0.32272029129337687,,
The Soul of a New Machine,0.4337994010306207,,
Charles Babbage Institute,0.4868047180469843,,
History of computing hardware (1960s–present),0.5639777567443413,0.5530058924604138,0.6275425085395767
Lists of microcomputers,0.14232255118613177,,
Mainframe computer,0.6100311421313935,0.7715508084762118,0.6007446417465235
Personal computer,0.2604220696511314,,
Supercomputer,0.3805407046273065,,
Portal:Free and open-source software,0.5793336392333724,0.11287722552218439,
File:NewTux.svg,0.507900381751449,0.1694930633777188,
Integrated Facility for Linux,0.574593256980395,0.7082529825959286,0.7747857711828905
z/OS,0.43747540164896054,,
z/VM,0.3213208866418213,,
History of IBM mainframe operating systems,0.4005089276344567,,
Floppy disk variants,-0.061134535837267225,,
List of floppy disk formats,0.12745293724428272,,
History of IBM,0.3436139092707608,,
IBM System/4 Pi,0.38599547522502503,,
Gerrit Blaauw,0.3663443781649933,,
Bob O. Evans,0.36714113131057835,,
PC-based IBM-compatible mainframes,0.7026250412138256,0.7904535023662186,0.5730546833344533
Hercules (emulator),0.3893058047566162,,
IBM 9370,0.40341051580031767,,
Peer to Peer Remote Copy,0.4153369064639802,,
Extended Remote Copy,0.48320468484858126,,
Logical partition,0.30091613829067365,,
HiperSocket,0.3102148072818839,,
ESCON,0.13677725131278554,,
FICON,0.30744584973423705,,
IBM Parallel Sysplex,0.3058474993929941,,
Gameframe,0.3194488160026892,,
History of computing,0.3782894677305422,,
History of computing hardware,0.3762126345013681,,
History of operating systems,0.32919757368360386,,
History of the Internet,0.2524016541087003,,
Internet governance,0.6657551612723387,0.4910006653688907,
List of pioneers in computer science,0.4033234259806403,,
Standards organization,0.37353384439201737,,
Influence of the IBM PC on the personal computer market,0.42773901703455297,,
Timeline of computing,0.4342202620607568,,
History of software,0.3771310561229706,,
Processor design,0.02426618974675066,,
History of the graphical user interface,0.34425445869473115,,
Timeline of programming languages,0.014250659247616211,,
Hardware description language,0.5326170188703168,0.655925602789187,0.3492330656415585
Hardware abstraction,0.49940385466445625,,
Computer architecture,0.28309113356515064,,
List of fictional computers,0.10167483734757737,,
Fifth generation computer,0.6239111622649243,0.4741839136552819,
Quantum computing,0.2714847718355415,,
Curta,0.4663801510403978,,
Pirates of Silicon Valley,0.4720932928379934,,
Triumph of the Nerds,0.469382681464716,,
Ubiquitous computing,0.3247326662639501,,
Internet of things,0.2545200147077626,,
Fog computing,0.3343724101944629,,
Edge computing,0.49240702591881863,,
Ambient intelligence,0.5392734212446413,0.5357128779626844,0.3668638741705696
System on a chip,0.38770516113620335,,
Network on a chip,0.44586831074667604,,
Channel I/O,0.5707671125069479,0.5064423075417165,0.38804103857264427
Cloud computing,0.44458988996016247,,
Classes of computers,0.5759034947873005,0.6037078669860697,0.33797582195397485
Failover,0.4091856536343663,,
File:Nuvola apps ksim.png,0.09983792501564899,,
Portal:Technology,0.486543245260817,,
ACM/IEEE Supercomputing Conference,0.4070541364449984,,
ACM SIGHPC,-0.022414104943117994,,
