,Main Title Tier,Secondary Title Tier,Main Analysis
List of IBM products,,,0.9771317246669915
Amdahl Corporation,,,0.9818489088630359
Midrange computer,,,0.9917925857195792
Linux on IBM Z,,,0.9638320414308921
IBM Secure Service Container,,,0.9880243134170709
History of IBM magnetic disk drives,,,0.43442856994480544
History of hard disk drives,,,0.7189756364350087
OS/360 and successors,,,0.8796249117919815
Category:IBM products,,,0.9908449272814989
Magnuson Computer Systems,,,0.945329663288215
IBM System/390,,,0.9694071434540132
Trilogy Systems,,,0.9805020278443548
Amdahl UTS,,,0.9646952185278055
IBM mainframe,,,0.9994262784157075
Superminicomputer,,,0.963574449293502
Minicomputer,,,0.9736767893446131
Microcomputer,,,0.9657234061071135
Comparison of Linux distributions,,,0.983435091801279
OpenSolaris for System z,,,0.9927894990566084
PowerLinux,,,0.9864766933838472
UNIX System Services,,,0.9940777303927024
zIIP,,,0.9881706564106261
z Application Assist Processor,,,0.988573331341082
Transaction Processing Facility,,,0.9497024984921528
VSE (operating system),,,0.970118667090877
History of the floppy disk,,,0.638726076743861
IBM System/360,,,0.7973721547593737
IBM System/370,,,0.9432722185230115
IBM 303X,,,0.8798236484679457
IBM 308X,,,0.9108176368032828
IBM 3090,,,0.8630645151014059
IBM Z,,,0.9830097688618356
The Soul of a New Machine,,,0.9687600268516477
Charles Babbage Institute,,,0.9351477800772289
History of computing hardware (1960s–present),,,0.9642275151343188
Lists of microcomputers,,,0.8914082313669714
Mainframe computer,,,0.9879748557419072
Personal computer,,,0.932718908420133
Supercomputer,,,0.9724927185066015
Portal:Free and open-source software,,,0.984142156509173
File:NewTux.svg,,,0.8753735295038153
Integrated Facility for Linux,,,0.9899884964618977
z/OS,,,0.991943299885503
z/VM,,,0.9908129301176742
History of IBM mainframe operating systems,,,0.9596844466089157
Floppy disk variants,,,0.7223858226391702
List of floppy disk formats,,,0.7965790819461982
History of IBM,,,0.9400157502751673
IBM System/4 Pi,,,0.9382685282027734
Gerrit Blaauw,,,0.9450859028603698
Bob O. Evans,,,0.9424979382364364
PC-based IBM-compatible mainframes,,,0.9570956356795676
Hercules (emulator),,,0.9965159514816169
IBM 9370,,,0.9548924559310232
Peer to Peer Remote Copy,,,0.9179129166878269
Extended Remote Copy,,,0.9736887045982987
Logical partition,,,0.9893512102162899
