,Main Title Tier,Secondary Title Tier,Main Analysis
W.J. and Nettie J. Cornell House,-0.13504924370333102,,
Timeline of the Syrian Civil War (September–December 2017),0.6791726550301215,0.9924294048398025,0.9689200930892954
Tiruvaikal Vaikalnathar Temple,-0.12319528619876256,,
Fox Sports FC,0.03433670130147004,,
2009 Asian Athletics Championships – Women's discus throw,0.8543908656360566,0.25462200401206836,
Detlev von Liliencron,-0.0875242264862785,,
Álvaro Yáñez de Lugo,0.7623645208106923,0.8712162150983953,0.9342358293239051
Kinetin,-0.010164253541554783,,
Dichomeris moriutii,0.10024532946014293,,
Tayster and Rojac Records,-0.03931126432540793,,
Waffenbrunn,0.18026906841569085,,
Swimming at the 2007 Pan American Games – Women's 100 metre breaststroke,0.7363560265059153,0.027860092723477007,
Marcos Paraná,-0.006307766703328174,,
Science and technology studies,-0.02163481581655138,,
Gmina Marklowice,0.017061988381976874,,
Barely Real,0.3089945736008041,,
Wendy Guerra,-0.2249175445242537,,
Monday's Warriors,0.6005972054866876,-0.03675382250836537,
Integrated modification methodology,0.5406628020083916,0.8747425193860121,0.9264855321089231
Isaac Terrazas,0.1969390636244607,,
Salem Historic District (New York),-0.2532210549048281,,
Wilson Charlton,-0.17364562060559607,,
Saudi Arabian involvement in the Syrian Civil War,-0.09152656711017727,,
Trinity North,0.23394514187640647,,
Kanneer Pookkal,-0.30870269006559475,,
Ralph E. Simmons Memorial State Forest,-0.05201693920247326,,
2019 CS Finlandia Trophy,-0.13289682818859316,,
Bourse (Paris Métro),0.012819099867315345,,
Diiodophenylpyruvate reductase,0.07837925859882296,,
Nancy Kominsky,-0.23931039421292818,,
1992–93 Olympique de Marseille season,0.7543759352136735,0.974561231524139,0.9211249140321804
"Yangi Arakh, Divandarreh",0.07614913617878813,,
Dishyum,0.17013312955667226,,
Kunda language,0.25099151225988103,,
Hadrian (opera),0.10619588593578241,,
Galinthias occidentalis,0.10253133694506561,,
Shane Blaney,-0.06794520488807536,,
Prothallus,-0.013341416599509437,,
Cia Berg,-0.05255621066340505,,
Bleisure travel,0.14045632390878082,,
Armands Šķēle,-0.010870082564310225,,
Melbourne-Brighton Bus Lines,0.4967116045637451,,
Elliot Francis,-0.1415959362770246,,
Kids World (film),0.2893094933679232,,
"Saraj Mahalleh, Galugah",0.008119658261217366,,
Eddystone explosion,0.07326006554702834,,
Ion Nunweiller,-0.004629819300481484,,
"Lukovec, Komen",0.09046931737314814,,
2017 Pan American Acrobatic Gymnastics Championships,0.03883733120317938,,
Hellinsia fishii,-0.14445694601547898,,
"Miga, Quatchi, Sumi and Mukmuk",-0.17858844261281875,,
Paula Haapakoski,0.047325048550711825,,
Braggiotti,0.19856843256569387,,
Erigeron nanus,0.05375258209703123,,
1993–94 Barnet F.C. season,-0.06982256654761489,,
Thomas LeFeuvre,0.056238176404074754,,
Wilfred Waters,0.24993325967245986,,
2019 National Premier Leagues,0.3348460101106923,,
1582 Cagayan battles,0.10523977769837115,,
Thiourea organocatalysis,-0.10934898406779268,,
Denver's Art District on Santa Fe,0.7643785469486806,0.14037157296176755,
High Moorsley,0.5944573184447066,-0.08361466485061138,
Daniel Treadwell,0.02109995438620569,,
Adrian Lukis,0.34441347513157095,,
Nick Bax,0.27075875261627086,,
"Gruszczyn, Świętokrzyskie Voivodeship",-0.014861741595403516,,
Armando Ghitalla,-0.07489932742190032,,
Iraj Mikaeilzadeh,-0.1135793724528336,,
Morris Head,0.36494781238373003,,
Kookaburra III,-0.0032831765162646505,,
Artur Axmann,0.07690399441740732,,
Island Lake Recreation Area,0.45407130519122,,
Avigdor Shinan,-0.25199925652387817,,
List of Brazilian songs,0.22514751014303713,,
Ankerwycke Priory,0.08845603891868939,,
Richard B. Russell State Park,-0.022719589214418624,,
Stephen Robins,0.04689630402548952,,
Sam and Amanda Fowler,0.1442704740499507,,
Mystery on the Docks,0.10484482685863872,,
Clinidium argus,-0.11577480751659265,,
Dimas Galih Pratama,-0.11672076409587286,,
"Koramanlar, Çaycuma",-0.09881632877273841,,
1996 PBA All-Star Weekend,0.4830994935804793,,
Propyl chloride,0.06032085912991584,,
Allar language,-0.12459267068193033,,
Mid Manair Dam,-0.033938625048793136,,
SNCF 232.U.1,0.03322884535801231,,
Kyle Staver,-0.17683278805507496,,
Kai Luibrand,0.11707820203838955,,
1st Caithness Artillery Volunteers,0.008250642405618656,,
Mohammed Al-Mukhaini,0.004249140447750964,,
Ebenezer Brown,-0.10986084360840274,,
WHYI-FM,0.12145347496449056,,
Jong Myong-suk,0.052246659764938946,,
Designing Women,-0.16530792584414303,,
List of historic houses in Florida,0.8029389338576152,0.9104280908925259,0.9121132927693224
HD 84117,0.1758921084637649,,
European Academy of Optometry and Optics,0.09156745487000092,,
Kapiti Coast United,0.12329928352447304,,
Ayeyeiknyein Cemetery,0.04670342410284876,,
"Payne Township, Gove County, Kansas",0.1393919961088457,,
Association of international and national public organizations “Social protection”,0.843998004687345,0.9191456755499072,0.949919482579313
X.Org Foundation,0.014768997864749191,,
Athletics at the 2010 Asian Games – Men's javelin throw,0.722115499843903,0.05806247529100813,
Prince of Fire,0.14312848623724728,,
Bob Dickson,0.10994681973407272,,
"Telegraph Hill (Provincetown, Massachusetts)",-0.06993529272468495,,
Perry Bamonte,-0.10894039224782281,,
An Nanba,-0.08454722274792544,,
New World (video game),-0.00906179920690539,,
Wladimir von Pawlowski,-0.09952683162637677,,
Curtis Wynter,0.037040380087607086,,
Animesh Chakravorty,0.0884365953916967,,
Mack Mitchell,0.07792001083260844,,
"Princes Street, Dunedin",-0.06229275242227134,,
Richard Jarůšek,0.05501947583193797,,
Aytun Çıray,0.051025874151378284,,
Benning Ridge,-0.04026912579994716,,
Jamalkeh,-0.09223285784290482,,
Closer Economic Relations,0.10728798423416191,,
Adam Friedrich Zürner,-0.09024994666750906,,
Pustynga,-0.09557974682964163,,
"Gore, New Zealand",0.456523648856475,,
Paolo Casadei,-0.025355771197539765,,
Kangto,-0.02825042202536858,,
Gabrielite,-0.16721260069997762,,
Now + 4eva,0.07692119179127514,,
La Bufadora,-0.14351573521716177,,
Edwin Smith (Medal of Honor),-0.1272156114658004,,
Vriesea tillii,-0.2582471606942944,,
"Mangesh, Iraq",0.15944559002078007,,
Guru Ki Maseet,0.1361327201459082,,
Deadly Strangers,0.026742586137576643,,
"Berryman, Missouri",-0.03676181349930613,,
K9s for Warriors,-0.17011133337573264,,
Ustazade Silvestre de Sacy,0.7149517368998185,-0.10245191133373077,
Martin Stoev,-0.10349530800726546,,
Lecania,-0.1579265268284899,,
Robin Hack,-0.18534127390869354,,
Dicky Dolma,-0.09395285321162321,,
Yunus al-Katib al-Mughanni,-0.11137156343142128,,
Esperanto (magazine),-0.0786220833034735,,
Southern Sudan Peace Commission,-0.14888380089243178,,
"Purani Basti, Raipur",-0.006663567438645791,,
"239th Battalion, CEF",0.028978739827436862,,
"Ribnica, Croatia",-0.0741335388365218,,
Bedřich Havránek,0.10430394371797004,,
Waterloo Bay massacre,0.0019677937827366314,,
Rockridge Market Hall,0.3619412779610351,,
About Time (play),0.8113152372249504,-0.11349508319897683,
Alan Prince (civil servant),-0.04622255582096368,,
Gmina Milanów,-0.03784362453552655,,
Cape Roca (Antarctica),-0.05760825951629347,,
Songoyah,-0.009981251047689241,,
Walnut Hill/Denton station,0.1681197750419754,,
Prostitution in Botswana,-0.15286865332336827,,
Holzindustrie Schweighofer,-0.09240844806331157,,
Peter C. Goldmark Jr.,0.013801617416573994,,
2017–18 Cardiff City F.C. season,-0.11571508611884188,,
Australian Kendo Renmei,0.022639672569868634,,
"Baharampur, Bangladesh",0.18161411479356335,,
Río de la Fortuna,0.8777647332455906,0.8894761981309058,0.6649108980617856
IBM ThinkPad 600,0.07768317337083593,,
Seward Peninsula,-0.208975400972348,,
Matinee at the Bijou,-0.028200933374178977,,
Zeal & Ardor,-0.0296912642983764,,
"Gruber, Manitoba",0.17903899851697958,,
Cyclostrema charmophron,-0.09251935447546655,,
Viking 110,0.15350216479876738,,
1982 President's Cup Football Tournament,0.389516593196808,,
Félix Pérez (baseball),-0.22271051351051158,,
Valmondois,0.01863246355828612,,
Economic puzzle,-0.20278587468062514,,
Idol (Norwegian season 5),0.15735231601192737,,
Museum für Kommunikation Hamburg,0.768307004692015,0.926553237877786,0.8408978662583441
Stéphane Gsell,0.08555529335257582,,
Malinniki,-0.13868629626839715,,
PCPr,0.20461620311547682,,
Brewster (unit),0.11634828550239341,,
Operation Atlantic,-0.2094481162353498,,
William Slater Brown,-0.2435791252919394,,
Nestor Mendy,-0.06839918137933071,,
Railway Stakes (Perth racing),-0.0018934597569944236,,
Azem Hajdari,0.0341725244102377,,
Kayama Station,0.20803771743184202,,
French Basketball Academy,0.20378609479090998,,
"Sir Thomas Hales, 2nd Baronet",-0.21827470747084896,,
Kardiva Channel,0.8372936436562803,0.9289923084305473,0.9025025534194453
Chavakachcheri Urban Council,0.07416873335823772,,
M. F. S. Pulle,-0.0018746815828345142,,
Richard Turpin (cricketer),0.03747972991434916,,
Ann Jellicoe,0.09605314770238622,,
Fork Union Military Academy,0.009267205607255635,,
Andy Montañez,0.041611608538443375,,
"Christ Church Girls' School, Barbados",0.005103929524161045,,
Wemba Wemba language,0.7265811921227491,0.5859182724454792,0.935164274462512
Adventures in Chinchilla-sitting,-0.36695327729587307,,
Cutter (G.I. Joe),0.2658098894993943,,
Zazi District,-0.0342790395964459,,
Jessica Simpson,0.22202216888559773,,
Jeff Gadley,0.021185186923789377,,
Dì sān xiān,-0.06883752673291477,,
Arthur Boycott,-0.00932676182526536,,
Tavistock MRT station,-0.01648320915246811,,
List of butterflies of Jamaica,0.027674169394803487,,
Nada Vilotijević,0.20156558321722026,,
Eiichi Sugimoto,0.322817090515789,,
Asa Rogers (Virginian),0.01510327498534904,,
Oona Orpana,0.08559116220349205,,
Nakhlestan-e Balangestan,-0.09673143512403223,,
Wacki: Kosmiczna Rozgrywka,-0.2488314783827891,,
José Abueva,-0.005091188275978071,,
KIX Country,-0.04821366205461702,,
Women's Electoral Lobby (Australia),0.7304711387949543,0.8405592061102728,0.9438456620629746
Kimura HK-1,-0.17591298524830942,,
UDD (band),0.047741437955345765,,
Highline179,0.051294130675784,,
Phonogram Inc.,-0.2594048905480141,,
Yakiv Kripak,0.09544493651346188,,
Rico Linhas Aéreas,0.00428160309270655,,
Metropolitan Museum of Art Schools,0.3159039626691155,,
Epos (watch manufacturer),0.7532846337260308,0.951574827294939,0.9870868234138359
Stanislaus P. La Lumiere,0.014295965874991243,,
"The Street, Lawshall",0.12829261829533245,,
Save Your Love (Tracie Spencer song),-0.1730513376209351,,
Tamara Martinović,0.06137091360628263,,
Christopher Strong (novel),0.0843483238514687,,
Pennsylvania Railroad class D5,0.7709084780019861,-0.14576953064756223,
Elmer Baumann,0.041230247337289354,,
Pari Mordeh-ye Bala,-0.12079892390322908,,
"Middle Branch Township, Michigan",0.6314355737947862,0.10253656588935411,
Robert Salmon,-0.10882952337810617,,
Charles Dupaty,-0.11796035380153916,,
Naidupeta revenue division,0.8705963326901788,0.883732638084373,0.7722956433699238
2019–20 Tennessee Volunteers basketball team,0.4433830371815327,,
List of United States divisions during World War II,0.8604557855893922,0.9835734401827992,0.8935489311059457
The Offspring (Star Trek: The Next Generation),0.15623156495867557,,
Zazen gi,-0.02689840001218754,,
Bobby Smith (ice hockey),-0.003769748062385178,,
1988 Railway Cup Hurling Championship,0.7391432479696785,0.08612361724878814,
John Royston Coleman,-0.027298455959994514,,
Catherine Waddams,-0.0252010932220827,,
Seberang Selatan (federal constituency),-0.09603631127188353,,
Battle of Attu,-0.08092248609189413,,
"Crescent, Georgia",-0.04439071292579495,,
V&S Group,0.13945901996742568,,
Four Boxes (film),0.8439925025949075,0.11973605130217126,
Thunder Rumble,-0.09501370793744085,,
Come Closer With... Kewei,0.03940051415337978,,
Carole Jane Pachl,0.21644402530212734,,
All Because of You (U2 song),-0.21331944906572842,,
