,Main Title Tier,Secondary Title Tier,Main Analysis
W.J. and Nettie J. Cornell House,,,0.9127739111642048
Timeline of the Syrian Civil War (September–December 2017),,,0.912073511982963
Tiruvaikal Vaikalnathar Temple,,,0.9466920880052767
Fox Sports FC,,,0.8743159163705302
2009 Asian Athletics Championships – Women's discus throw,,,0.9702365574641861
Detlev von Liliencron,,,0.8760559476725065
Álvaro Yáñez de Lugo,,,0.9391825042938786
Kinetin,,,0.9553225417090245
Dichomeris moriutii,,,0.9354307273089377
Tayster and Rojac Records,,,0.9652249259357988
Waffenbrunn,,,-0.13772046836935495
Swimming at the 2007 Pan American Games – Women's 100 metre breaststroke,,,0.9197011562540274
Marcos Paraná,,,0.9728048719220415
Science and technology studies,,,0.9586681013540138
Gmina Marklowice,,,0.9380966343032012
Barely Real,,,0.9034144475479798
Wendy Guerra,,,0.916669588808904
Monday's Warriors,,,0.8699327931171847
Integrated modification methodology,,,0.9334798383555255
Isaac Terrazas,,,0.9335510140821927
Salem Historic District (New York),,,0.8796069221404186
Wilson Charlton,,,0.9001381797893676
Saudi Arabian involvement in the Syrian Civil War,,,0.9214556030937867
Trinity North,,,0.880570980422165
Kanneer Pookkal,,,0.7716867932843962
Ralph E. Simmons Memorial State Forest,,,0.9875504838202526
2019 CS Finlandia Trophy,,,0.7750048433733595
Bourse (Paris Métro),,,0.93130606995188
Diiodophenylpyruvate reductase,,,0.8217139576664303
Nancy Kominsky,,,0.9134240808524647
1992–93 Olympique de Marseille season,,,0.9730565964596999
"Yangi Arakh, Divandarreh",,,0.9722378789301762
Dishyum,,,0.8731572639462826
Kunda language,,,0.8329365902624437
Hadrian (opera),,,0.9217850641107619
Galinthias occidentalis,,,0.7472694694873774
Shane Blaney,,,0.8900284341700756
Prothallus,,,0.9589747114829561
Cia Berg,,,0.9368007966134433
Bleisure travel,,,0.9210950352208277
Armands Šķēle,,,0.9093843830974434
Melbourne-Brighton Bus Lines,,,0.8812218702459538
Elliot Francis,,,0.9216009748151941
Kids World (film),,,0.9099030548873216
"Saraj Mahalleh, Galugah",,,0.7611648715289684
Eddystone explosion,,,0.9365726815453125
Ion Nunweiller,,,0.8650228576422787
"Lukovec, Komen",,,0.6736949015952494
2017 Pan American Acrobatic Gymnastics Championships,,,0.948032864551012
Hellinsia fishii,,,0.9043977622025103
"Miga, Quatchi, Sumi and Mukmuk",,,0.90417195521657
Paula Haapakoski,,,0.8658973070990895
Braggiotti,,,0.8889636134107056
Erigeron nanus,,,0.7265117418694291
1993–94 Barnet F.C. season,,,0.8691684372304915
Thomas LeFeuvre,,,0.8577300245542241
Wilfred Waters,,,0.9492099017587062
2019 National Premier Leagues,,,0.9073802556634378
1582 Cagayan battles,,,0.9323743048733006
Thiourea organocatalysis,,,0.916692703476508
Denver's Art District on Santa Fe,,,0.9099342877557014
High Moorsley,,,0.8819894449088058
Daniel Treadwell,,,0.8835012182013058
Adrian Lukis,,,0.9360118173758919
Nick Bax,,,0.9171469279755385
"Gruszczyn, Świętokrzyskie Voivodeship",,,0.8495511909392296
Armando Ghitalla,,,0.9208708725490042
Iraj Mikaeilzadeh,,,0.6312349180208329
Morris Head,,,0.9672162033296519
Kookaburra III,,,0.9146614877993157
Artur Axmann,,,0.8894851111651186
Island Lake Recreation Area,,,0.9059931468363656
Avigdor Shinan,,,0.9459997411072877
List of Brazilian songs,,,0.029906185933794783
Ankerwycke Priory,,,0.7427195515092648
Richard B. Russell State Park,,,0.9795147585558336
Stephen Robins,,,0.9949810816762078
Sam and Amanda Fowler,,,0.9096696830560113
Mystery on the Docks,,,0.9571079624517848
Clinidium argus,,,0.8929303147832336
Dimas Galih Pratama,,,0.7156166900033285
"Koramanlar, Çaycuma",,,0.9558210501526957
1996 PBA All-Star Weekend,,,0.9572514706406436
Propyl chloride,,,0.8791141071610993
Allar language,,,0.9930468410811838
Mid Manair Dam,,,0.8876144890029366
SNCF 232.U.1,,,0.9332851175856492
Kyle Staver,,,0.9730093728760015
Kai Luibrand,,,0.906855936111556
1st Caithness Artillery Volunteers,,,0.7982233643161839
Mohammed Al-Mukhaini,,,0.8221368766297195
Ebenezer Brown,,,0.862971629131873
WHYI-FM,,,0.9242047849144827
Jong Myong-suk,,,0.9077840478384073
Designing Women,,,0.8738731907049891
List of historic houses in Florida,,,0.8296623939967775
HD 84117,,,0.6363010856369096
European Academy of Optometry and Optics,,,0.8964484431665165
Kapiti Coast United,,,0.9623517125128308
Ayeyeiknyein Cemetery,,,0.9361856900199922
"Payne Township, Gove County, Kansas",,,0.8196433178291568
Association of international and national public organizations “Social protection”,,,0.8918633519549001
X.Org Foundation,,,0.9354177552032688
Athletics at the 2010 Asian Games – Men's javelin throw,,,0.8305642880416502
Prince of Fire,,,0.9586808501516985
Bob Dickson,,,0.8796602154553735
"Telegraph Hill (Provincetown, Massachusetts)",,,0.8810388017426947
Perry Bamonte,,,0.9374479281629661
An Nanba,,,0.9160478625224121
New World (video game),,,0.9444574504001427
Wladimir von Pawlowski,,,0.9056653614689892
Curtis Wynter,,,0.8502701271486738
Animesh Chakravorty,,,0.8913373153973646
Mack Mitchell,,,0.9527238843794834
"Princes Street, Dunedin",,,0.926556934090288
Richard Jarůšek,,,0.7694797010235345
Aytun Çıray,,,0.8695563741128464
Benning Ridge,,,0.9552440097714203
Jamalkeh,,,0.8347015057465369
Closer Economic Relations,,,0.9031423218225871
Adam Friedrich Zürner,,,0.9708488828838325
Pustynga,,,0.6017710890051547
"Gore, New Zealand",,,0.9015939829516963
Paolo Casadei,,,0.931085202161132
Kangto,,,0.9335592508473013
Gabrielite,,,0.8971751395632755
Now + 4eva,,,0.9440310056475884
La Bufadora,,,0.9444607008826198
Edwin Smith (Medal of Honor),,,0.8620569699823074
Vriesea tillii,,,0.9209950612755631
"Mangesh, Iraq",,,0.851108470244979
Guru Ki Maseet,,,0.9170982422672959
Deadly Strangers,,,0.8976867280286321
"Berryman, Missouri",,,0.7793267363896922
K9s for Warriors,,,0.96207804358635
Ustazade Silvestre de Sacy,,,0.8181866578025336
Martin Stoev,,,0.8066363813049463
Lecania,,,0.8832286788207072
Robin Hack,,,0.7694471363630359
Dicky Dolma,,,0.8832872540266135
Yunus al-Katib al-Mughanni,,,0.9196052764088671
Esperanto (magazine),,,0.9115771051655019
Southern Sudan Peace Commission,,,0.9017409669747163
"Purani Basti, Raipur",,,0.9703526848860513
"239th Battalion, CEF",,,0.6735143360831065
"Ribnica, Croatia",,,0.8700426843262985
Bedřich Havránek,,,0.9033640970624552
Waterloo Bay massacre,,,0.9024158062203332
Rockridge Market Hall,,,0.8855771740800847
About Time (play),,,0.9157929987686434
Alan Prince (civil servant),,,0.8641690237488356
Gmina Milanów,,,0.9521106421650289
Cape Roca (Antarctica),,,0.934725108336642
Songoyah,,,0.6079958944631358
Walnut Hill/Denton station,,,0.9592303915953259
Prostitution in Botswana,,,0.9112637365142893
Holzindustrie Schweighofer,,,0.9122568771765984
Peter C. Goldmark Jr.,,,0.9248375999913406
2017–18 Cardiff City F.C. season,,,0.8995990173168875
Australian Kendo Renmei,,,0.9128324709427417
"Baharampur, Bangladesh",,,0.8117767182389773
Río de la Fortuna,,,0.9210578069373188
IBM ThinkPad 600,,,0.9230026633450251
Seward Peninsula,,,0.9070065136438762
Matinee at the Bijou,,,0.9117018020334656
Zeal & Ardor,,,0.9144655546590456
"Gruber, Manitoba",,,0.9292748768139711
Cyclostrema charmophron,,,0.48487262988258956
Viking 110,,,0.939836106513008
1982 President's Cup Football Tournament,,,0.8888361116453257
Félix Pérez (baseball),,,0.8944634160527598
Valmondois,,,0.6753787451128132
Economic puzzle,,,0.9620006490470204
Idol (Norwegian season 5),,,0.9349500182637037
Museum für Kommunikation Hamburg,,,0.8524222011372089
Stéphane Gsell,,,0.9697860669598958
Malinniki,,,0.9152085482650888
PCPr,,,0.8010239204427877
Brewster (unit),,,0.8038125542655862
Operation Atlantic,,,0.9042357002267271
William Slater Brown,,,0.905568074490042
Nestor Mendy,,,0.8386005946500731
Railway Stakes (Perth racing),,,0.9411173212299808
Azem Hajdari,,,0.8678425280315198
Kayama Station,,,0.9717626816373717
French Basketball Academy,,,0.9688283629660803
"Sir Thomas Hales, 2nd Baronet",,,0.9478573904032627
Kardiva Channel,,,0.8746422206723515
Chavakachcheri Urban Council,,,0.8936926309875154
M. F. S. Pulle,,,0.9376222616075947
Richard Turpin (cricketer),,,0.8785405532979408
Ann Jellicoe,,,0.9490552898349088
Fork Union Military Academy,,,0.9304242280827268
Andy Montañez,,,0.9031257478164063
"Christ Church Girls' School, Barbados",,,0.9697850364895876
Wemba Wemba language,,,0.9368654191648362
Adventures in Chinchilla-sitting,,,0.8824001430728864
Cutter (G.I. Joe),,,0.9043308970357987
Zazi District,,,0.855782153986499
Jessica Simpson,,,0.9043900846697387
Jeff Gadley,,,0.9208521554485196
Dì sān xiān,,,0.8431584515085114
Arthur Boycott,,,0.8809869212157354
Tavistock MRT station,,,0.9234394087966749
List of butterflies of Jamaica,,,0.9824317363052529
Nada Vilotijević,,,0.8022313947944414
Eiichi Sugimoto,,,0.9426316772778641
Asa Rogers (Virginian),,,0.9232277240117406
Oona Orpana,,,0.9384452200931909
Nakhlestan-e Balangestan,,,0.915680422608783
