,Main Title Tier,Secondary Title Tier,Main Analysis
List of IBM products,,,0.7835826592174855
Amdahl Corporation,,,0.6671396384125559
Midrange computer,,,0.6782955334921853
Linux on IBM Z,,,0.7196222686830593
IBM Secure Service Container,,,0.6999870665499538
History of IBM magnetic disk drives,,,0.6349289647535163
History of hard disk drives,,,0.6403914817169631
OS/360 and successors,,,0.6517866686627337
Category:IBM products,,,0.6684034876042623
Magnuson Computer Systems,,,0.6631104990400605
IBM System/390,,,0.7140937507028134
Trilogy Systems,,,0.6436389027715133
Amdahl UTS,,,0.7446405395985843
IBM mainframe,,,0.9655891468654211
Superminicomputer,,,0.6751824997366076
Minicomputer,,,0.5820761097022054
Microcomputer,,,0.5445314027499832
Comparison of Linux distributions,,,0.7291104492310532
OpenSolaris for System z,,,0.7931539949288134
PowerLinux,,,0.6692102463067537
UNIX System Services,,,0.7665105571621659
zIIP,,,0.7283468601889879
z Application Assist Processor,,,0.6992188054430925
Transaction Processing Facility,,,0.6186628607203667
VSE (operating system),,,0.7937245149661768
History of the floppy disk,,,0.524294165629132
IBM System/360,,,0.6688654025139359
IBM System/370,,,0.6298936797505391
IBM 303X,,,0.6634755946860773
IBM 308X,,,0.5730497679313123
IBM 3090,,,0.7159437860451248
IBM Z,,,0.7501876836651774
The Soul of a New Machine,,,0.4640596268044649
Charles Babbage Institute,,,0.5518266095851947
History of computing hardware (1960s–present),,,0.572449150927711
Lists of microcomputers,,,0.5605894899124024
Mainframe computer,,,0.5478984484573568
Personal computer,,,0.34476812068587753
Supercomputer,,,0.3877319665340602
Portal:Free and open-source software,,,0.5033006045943499
File:NewTux.svg,,,0.7023526540996111
Integrated Facility for Linux,,,0.7558838602378617
z/OS,,,0.5271838305720032
z/VM,,,0.7539503587814361
History of IBM mainframe operating systems,,,0.6713798489570164
Floppy disk variants,,,0.3425393620078422
List of floppy disk formats,,,0.5788575803701465
History of IBM,,,0.3208583672751697
IBM System/4 Pi,,,0.6760432321657847
Gerrit Blaauw,,,0.711038928684413
