,Main Title Tier,Secondary Title Tier,Main Analysis
Arthur Patterson,0.30742303351157996,,
Bubino,0.10730814949497954,,
Islamic State of Iraq and the Levant – Yemen Province,0.5862628013333641,0.9545432791977119,0.8956820530418023
2010 World Junior Championships in Athletics – Men's 800 metres,0.8047566211407283,0.03378584884366599,
United Nations Plaza (Bucharest),0.7446643221918832,0.10463880254211845,
Herb Di Gioia,0.03769006722886205,,
Juma Butabika,0.04734341295554767,,
Edibe Sözen,0.23034640886784838,,
Levasseur PL.200,0.012646289816753645,,
Tursan,-0.19133472131233442,,
Amélie Cocheteux,-0.0781191461377778,,
Constitutional Council (Chad),0.11974809754368206,,
Sanguinograptis,0.10071178613725472,,
KC International School,0.3689232202081831,,
UNIO High School,0.5003561679656368,0.8909064390856647,0.8968138949472165
Replikas,-0.15159810411397856,,
Somali National Front,-0.18152347501236948,,
Orthotropic material,-0.07167540118394768,,
Die klügsten Männer der Welt,-0.0023371216519737685,,
Xyloglucan 4-glucosyltransferase,-0.011426250698489984,,
Mülenen Castle,0.0447170528086212,,
Order of Albert the Bear,0.10743184465027579,,
Doug McMillon,-0.0028918358120350774,,
Leora Tanenbaum,-0.1303475556915996,,
Stefan Schwarz,-0.045583494289187634,,
Kazutoshi Sasayama,-0.1154114768628108,,
Alex Highsmith,-0.14021129040621755,,
1996 Notre Dame Fighting Irish football team,0.8556918942262022,0.24013380809300278,
List of number-one On-Demand Songs of 2015,0.9281892573369416,0.8839620797285443,0.9682347194754733
"Beaulieu, Minnesota",0.1690602557537282,,
Yakö people,-0.216197507467645,,
The Snake (Wildbirds & Peacedrums album),-0.0616749926014599,,
Gorman Brothers,-0.10227562295067925,,
Norichio Nieveld,-0.09179055430723079,,
Mehdi Gara,0.03739717015155146,,
"Kalkash, Zanjan",-0.2233564143909546,,
Catostomus discobolus,0.08275625552411738,,
Slaka (fiction),0.14175996814613118,,
Daniel Onjeh,-0.1952021389912091,,
Liechtenstein at the 1948 Summer Olympics,0.18670756552167997,,
D. B. H. Wildish,0.1793080335502719,,
Sanyo Katana,-0.202156758988696,,
John Jenner Weir,-0.03572115108732463,,
Tritoma angulata,0.08489691311062027,,
Cedric Reed,0.2966614554280895,,
Coldren Opera House,-0.18512362861494613,,
WMNA (AM),-0.22404582153946423,,
Bahman District,-0.019416469458925195,,
Montgomery curve,0.28098072729733753,,
Dan Sanker,0.10520299007383827,,
Bhatt Jalap,0.01911862385304468,,
Tommy Untereiner,-0.10688453911390915,,
ACW Television Championship,0.21765281588900157,,
It Keeps Right On A-Hurtin',0.45895970950388026,,
José Toledo,0.10155884207820531,,
Firmiana hainanensis,0.11145731512793812,,
Savoy Castle,0.02302811165686954,,
Duckeanthus,0.055528697414358945,,
Kammerorchester Basel,0.10778613340943599,,
Miquel Nelom,-0.03550269391848768,,
Vekenega (given name),0.35678657837804517,,
MEP1A,-0.2221147909213649,,
Carshalton High School for Girls,0.512290699022624,0.8552962275876353,0.9477208847457361
Curry Fire,-0.04179612166719103,,
First Base (album),0.8563658605527107,0.9525373787403449,0.8442823566189983
Maly Kholm,-0.07518891995945198,,
Grimbergen,-0.03920943772109193,,
McLeod Plantation,-0.05388081081413618,,
Hurricane Virgil (1992),0.7865217909255737,0.9656618309292886,0.8771847040125432
"Kamionka, Kartuzy County",0.02206762704351662,,
RPC Group,0.0113917405043265,,
Bart Willoughby,-0.18685271568665351,,
List of 2020s deaths in rock and roll,0.5633512991806706,0.7800732478445477,0.9878583604026975
P-recursive equation,-0.06330226032510762,,
Aechmea roeseliae,-0.1368952419871052,,
Leith Stevens,-0.1650958936263963,,
Edward Roberts (mayor),0.07270363586032559,,
Owen E. LeFevre House,0.0699678190839761,,
WVHC,-0.11842004601676906,,
Dal Khushdan,0.3041214243382407,,
