,Main Title Tier,Secondary Title Tier,Main Analysis
List of IBM products,0.9074601624028029,0.9871712662678598,0.9800302216028001
Amdahl Corporation,0.8118565649886418,0.8868537497774268,0.9783775985550401
Midrange computer,0.7652551646781567,0.9674992176676022,0.9750570066309286
Linux on IBM Z,0.5042194685950914,0.9523849754305787,0.9709487082128895
IBM Secure Service Container,0.8873838460800361,0.891272881489539,0.9920779959459947
History of IBM magnetic disk drives,0.6032358540675764,0.8497659009082591,0.4155127193086749
History of hard disk drives,0.3703556299393403,,
OS/360 and successors,0.8383429477323232,0.897059966199789,0.8770753306785386
Category:IBM products,0.6896462561665991,0.9592075537914705,0.8841750851214684
Magnuson Computer Systems,0.54354744228043,0.9008980445802982,0.9679164386239121
IBM System/390,0.8166896740340861,0.9683184229254731,0.9839655879335325
Trilogy Systems,0.6090318290434736,-0.007161223381486969,
Amdahl UTS,0.6693146104888038,0.982119314730686,0.9831499353383181
IBM mainframe,0.6681080750252145,0.9454360394855355,0.9992982792963818
Superminicomputer,0.13139050821072165,,
Minicomputer,0.7943049381192898,0.9673349729058895,0.9741886584434305
Microcomputer,0.0011640999238331617,,
Comparison of Linux distributions,0.8880789593287828,0.919376183285241,0.9779540162595506
OpenSolaris for System z,0.8025323903986022,0.9706271349457547,0.9867188359002736
PowerLinux,-0.07671856248319778,,
UNIX System Services,0.9242579886557513,0.9034438532983597,0.992197890634139
zIIP,-0.11990739164022479,,
z Application Assist Processor,0.8870382888833013,0.940876524625522,0.9965349594527875
Transaction Processing Facility,0.8591556978352745,0.9127576147046726,0.9644816563543869
VSE (operating system),0.18295201841046346,,
History of the floppy disk,0.5947110834091807,0.9525859933785584,0.6461041040574528
IBM System/360,0.8203299593995553,0.9909901078226776,0.7935163469058064
IBM System/370,0.4806489019074562,,
IBM 303X,-0.008760498584217478,,
IBM 308X,0.6398151485422803,0.9289622521089204,0.9119012655904529
IBM 3090,0.8234385294512659,0.9619570741067318,0.9130935273773784
IBM Z,0.2808845824705226,,
The Soul of a New Machine,0.6666362277242178,0.9082830393146225,0.9532914401765836
Charles Babbage Institute,-0.15059589266855927,,
History of computing hardware (1960s–present),0.6530003344986146,0.9820082862259621,0.9660586206142868
Lists of microcomputers,0.6102376902728646,-0.002292955929205143,
Mainframe computer,0.8491582406654477,0.9530356669690156,0.9943997410668481
Personal computer,0.4153989491819819,,
Supercomputer,-0.1552005854419741,,
Portal:Free and open-source software,0.5688238952121771,-0.0044477083582205095,
File:NewTux.svg,0.8024468337487672,0.8799044311145837,0.9314724033406777
