,Main Title Tier,Secondary Title Tier,Main Analysis
Arthur Patterson,,,0.914757323621647
Bubino,,,0.7653466517837202
Islamic State of Iraq and the Levant – Yemen Province,,,0.9226998626537183
2010 World Junior Championships in Athletics – Men's 800 metres,,,0.8558608223606009
United Nations Plaza (Bucharest),,,0.8732905897641483
Herb Di Gioia,,,0.8912089811734518
Juma Butabika,,,0.8910526315860309
Edibe Sözen,,,0.8966826553515954
Levasseur PL.200,,,0.868439530483729
Tursan,,,0.937817713670154
Amélie Cocheteux,,,0.8992148608395238
Constitutional Council (Chad),,,0.9419166479371259
Sanguinograptis,,,0.9382743800416503
KC International School,,,0.9043792332373349
UNIO High School,,,0.9002785021435431
Replikas,,,0.9460791385823408
Somali National Front,,,0.9449348318291022
Orthotropic material,,,0.87848523851255
Die klügsten Männer der Welt,,,0.9020953980530042
Xyloglucan 4-glucosyltransferase,,,0.892317027705837
Mülenen Castle,,,0.8439480204514398
Order of Albert the Bear,,,0.9440199319305311
Doug McMillon,,,0.9450027819920626
Leora Tanenbaum,,,0.9191761669276354
Stefan Schwarz,,,0.924474496099563
Kazutoshi Sasayama,,,0.7289029190071636
Alex Highsmith,,,0.9080474004444667
1996 Notre Dame Fighting Irish football team,,,0.9109415872372439
List of number-one On-Demand Songs of 2015,,,0.9731628848383345
"Beaulieu, Minnesota",,,0.921465671146619
Yakö people,,,0.9555226782936148
The Snake (Wildbirds & Peacedrums album),,,0.8992214091006533
Gorman Brothers,,,0.9202436855018856
Norichio Nieveld,,,0.9013102517457523
Mehdi Gara,,,0.8510633593517615
"Kalkash, Zanjan",,,0.8572660004733911
Catostomus discobolus,,,0.9288769001248055
Slaka (fiction),,,0.9249850335438023
Daniel Onjeh,,,0.9556034885469213
Liechtenstein at the 1948 Summer Olympics,,,0.6914034616837181
D. B. H. Wildish,,,0.9060667659262853
Sanyo Katana,,,0.9958436832218414
John Jenner Weir,,,0.9190974514569493
Tritoma angulata,,,0.9817101319627877
Cedric Reed,,,0.8841849990922789
Coldren Opera House,,,0.8693130434319901
WMNA (AM),,,0.8753880145342761
Bahman District,,,0.8912151899562722
Montgomery curve,,,0.8037637340131683
Dan Sanker,,,0.9450379059040298
Bhatt Jalap,,,0.7809163109432516
Tommy Untereiner,,,0.8774151859805301
ACW Television Championship,,,0.6439113615402386
It Keeps Right On A-Hurtin',,,0.9501604164194511
José Toledo,,,0.9313969006420693
Firmiana hainanensis,,,0.5338156646532347
Savoy Castle,,,0.8785043833562087
Duckeanthus,,,0.8755666123669044
Kammerorchester Basel,,,0.9218029410455043
Miquel Nelom,,,0.8904638637835156
Vekenega (given name),,,0.8989793235909347
MEP1A,,,0.9633849894913047
Carshalton High School for Girls,,,0.9029883656634432
Curry Fire,,,0.8812827977952218
First Base (album),,,0.9675008234329855
Maly Kholm,,,0.8925704713270478
Grimbergen,,,0.9124244488019725
McLeod Plantation,,,0.9316316356388032
Hurricane Virgil (1992),,,0.8707736691805117
"Kamionka, Kartuzy County",,,0.900423923296876
